25532181;41.17165;-8.596414;-0.1500357;0.7185809
25532183;41.17147;-8.596746;-0.1500415;0.7185777
25532202;41.17196;-8.596435;-0.1500361;0.7185863
25532203;41.17183;-8.597111;-0.1500479;0.7185839
25532204;41.17141;-8.597669;-0.1500576;0.7185767
25532205;41.17141;-8.597282;-0.1500509;0.7185767
26015889;41.17181;-8.596978;-0.1500456;0.7185836
26015890;41.17163;-8.596927;-0.1500447;0.7185805
26015891;41.17141;-8.598987;-0.1500806;0.7185766
112597522;41.17142;-8.597487;-0.1500545;0.7185768
112597549;41.17159;-8.596595;-0.1500389;0.7185797
128587399;41.17139;-8.601242;-0.15012;0.7185763
128587401;41.17148;-8.601594;-0.1501261;0.7185779
128587402;41.17155;-8.601877;-0.1501311;0.7185792
128587405;41.17163;-8.602075;-0.1501345;0.7185804
411504977;41.17468;-8.599753;-0.150094;0.7186337
411504979;41.17395;-8.600734;-0.1501111;0.718621
411504981;41.17382;-8.601034;-0.1501164;0.7186188
411504984;41.17376;-8.601309;-0.1501212;0.7186177
411504986;41.17376;-8.601566;-0.1501257;0.7186177
411504995;41.17181;-8.598047;-0.1500642;0.7185837
411504997;41.17222;-8.598296;-0.1500686;0.7185908
411504999;41.17335;-8.598948;-0.15008;0.7186105
411835381;41.17214;-8.597795;-0.1500598;0.7185894
411835382;41.17227;-8.597378;-0.1500525;0.7185916
411835383;41.17245;-8.596834;-0.1500431;0.7185948
411835384;41.17268;-8.596517;-0.1500375;0.7185989
411835385;41.17298;-8.59668;-0.1500404;0.7186041
411835386;41.17352;-8.597006;-0.1500461;0.7186136
411835387;41.17392;-8.597272;-0.1500507;0.7186204
411835388;41.17437;-8.597632;-0.150057;0.7186283
411835389;41.17472;-8.597941;-0.1500624;0.7186345
411835390;41.17485;-8.598165;-0.1500663;0.7186368
411835391;41.17487;-8.598602;-0.1500739;0.718637
411835392;41.17479;-8.599074;-0.1500822;0.7186356
411835393;41.17474;-8.599495;-0.1500895;0.7186347
411835470;41.17201;-8.598168;-0.1500663;0.7185871
412248011;41.17587;-8.600602;-0.1501088;0.7186545
412248019;41.17571;-8.600207;-0.1501019;0.7186518
412249448;41.1749;-8.599916;-0.1500969;0.7186376
412249449;41.17516;-8.600053;-0.1500992;0.7186421
412249450;41.17541;-8.600165;-0.1501012;0.7186464
412256453;41.17192;-8.598451;-0.1500713;0.7185856
420777494;41.17389;-8.600878;-0.1501136;0.7186199
420777495;41.1716;-8.599431;-0.1500884;0.71858
420777496;41.17163;-8.599285;-0.1500858;0.7185806
432578810;41.17297;-8.598734;-0.1500762;0.7186039
432578813;41.17374;-8.599188;-0.1500841;0.7186173
432578817;41.17481;-8.598956;-0.1500801;0.718636
432578930;41.1726;-8.596348;-0.1500346;0.7185975
432578938;41.17324;-8.59798;-0.1500631;0.7186086
432578945;41.174;-8.598453;-0.1500713;0.7186218
445439255;41.17331;-8.600513;-0.1501073;0.7186099
445439258;41.17289;-8.600245;-0.1501026;0.7186024
445439261;41.17253;-8.600017;-0.1500986;0.7185962
445439265;41.17199;-8.599679;-0.1500927;0.7185869
445439274;41.17176;-8.5989;-0.1500791;0.7185829
445439284;41.1724;-8.5984;-0.1500704;0.7185939
445439290;41.17429;-8.599523;-0.15009;0.718627
445439334;41.17215;-8.599127;-0.1500831;0.7185895
445439337;41.17271;-8.599456;-0.1500888;0.7185994
445439340;41.17309;-8.599677;-0.1500927;0.718606
445439343;41.1735;-8.59996;-0.1500976;0.7186131
445439344;41.17405;-8.600261;-0.1501029;0.7186228
445439347;41.17396;-8.600578;-0.1501084;0.7186212
